Timestamp[nanosec], gx[rad/s], gy[rad/s], gz[rad/s], ax[m/s^2], ay[m/s^2], az[m/s^2]
256992229661479,2.6267205E-4,-0.0027397305,-1.001819E-4,9.222747,-0.12689656,-3.5147953
256992249661479,2.6267205E-4,0.0045906524,-1.001819E-4,9.222747,-0.11492519,-3.4716985
256992269661479,2.6267205E-4,9.254609E-4,5.1068334E-4,9.2490835,-0.11253092,-3.5363438
256992289661479,2.6267205E-4,-0.0027397305,-1.001819E-4,9.234718,-0.10774237,-3.5052183
256992309661479,2.6267205E-4,0.001536326,-0.0013219124,9.234718,-0.10774237,-3.5052183
256992329661479,8.735373E-4,-0.0015180002,-7.1104715E-4,9.2419,-0.11492519,-3.5339496
256992349661812,8.735373E-4,-0.0027397305,-1.001819E-4,9.253872,-0.098165266,-3.4716985
256992369661812,8.735373E-4,-2.9626966E-4,-7.1104715E-4,9.2419,-0.098165266,-3.4980354
256992389661812,8.735373E-4,-0.0027397305,-1.001819E-4,9.234718,-0.10055954,-3.545921
256992409661812,8.735373E-4,-0.0027397305,-7.1104715E-4,9.256267,-0.117319465,-3.5219781
256992429661812,8.735373E-4,3.145956E-4,-0.0013219124,9.215564,-0.07422252,-3.4980354
256992449661512,8.735373E-4,9.254609E-4,-7.1104715E-4,9.232324,-0.13886794,-3.5243726
256992469661512,8.735373E-4,-0.0027397305,0.0011215486,8.767835,-0.3304099,-3.6704233
